,Code,rcp,period,season,variable,parameter,value
1900,PORT,RCP85,2055,fall,max,SST,12.538954615593
1901,POK,RCP85,2055,fall,max,SST,11.657683968544
1902,POUL,RCP85,2055,fall,max,SST,13.4455182552338
1903,NRIV,RCP85,2055,fall,max,SST,13.2119513750076
1904,BUCK,RCP85,2055,fall,max,SST,9.5628707408905
1905,PETITE,RCP85,2055,fall,max,SST,12.1541523933411
1906,RIM,RCP85,2055,fall,max,SST,9.53499853610992
1907,SEPT,RCP85,2055,fall,max,SST,7.41822803020477
1908,CH33,RCP85,2055,fall,max,SST,6.57523274421692
1909,CH38,RCP85,2055,fall,max,SST,6.67543721199036
1910,MELM,RCP85,2055,fall,max,SST,13.6519222259521
1911,GreatBay,RCP85,2055,fall,max,SST,13.6763010025024
1912,SUM,RCP85,2055,fall,max,Tbtm,12.6357873678207
1913,TH,RCP85,2055,fall,max,Tbtm,12.8058425188065
1914,MASI,RCP85,2055,fall,max,Tbtm,13.2859416007996
1915,SAC,RCP85,2055,fall,max,Tbtm,13.3985886573792
1916,PRJ,RCP85,2055,fall,max,Tbtm,11.8625791072845
1917,HEB,RCP85,2055,fall,max,Tbtm,11.5044267177582
1918,L3F,RCP85,2055,fall,max,Tbtm,11.9527803659439
1919,SAM,RCP85,2055,fall,max,Tbtm,11.1788232326508
1920,MASS,RCP85,2055,fall,max,Tbtm,14.0402735471725
1921,PORT,RCP85,2055,fall,max,Tbtm,12.4997301101685
1922,POK,RCP85,2055,fall,max,Tbtm,11.7448451519012
1923,POUL,RCP85,2055,fall,max,Tbtm,12.3122720718384
1924,NRIV,RCP85,2055,fall,max,Tbtm,13.216765999794
1925,BUCK,RCP85,2055,fall,max,Tbtm,9.5654639005661
1926,PETITE,RCP85,2055,fall,max,Tbtm,12.1760146617889
1927,RIM,RCP85,2055,fall,max,Tbtm,4.85301071405411
1928,SEPT,RCP85,2055,fall,max,Tbtm,7.59018576145172
1929,CH33,RCP85,2055,fall,max,Tbtm,6.64043116569519
1930,CH38,RCP85,2055,fall,max,Tbtm,6.86403822898865
1931,MELM,RCP85,2055,fall,max,Tbtm,13.6680949926376
1932,GreatBay,RCP85,2055,fall,max,Tbtm,9.90682721138
1933,SUM,RCP45,2055,fall,mean,Sbtm,25.4563635587692
1934,TH,RCP45,2055,fall,mean,Sbtm,29.6455766558647
1935,MASI,RCP45,2055,fall,mean,Sbtm,30.074856698513
1936,SAC,RCP45,2055,fall,mean,Sbtm,30.0541276335716
1937,PRJ,RCP45,2055,fall,mean,Sbtm,30.4934733659029
1938,HEB,RCP45,2055,fall,mean,Sbtm,30.492835611105
1939,L3F,RCP45,2055,fall,mean,Sbtm,30.0867307037115
1940,SAM,RCP45,2055,fall,mean,Sbtm,30.706359103322
1941,MASS,RCP45,2055,fall,mean,Sbtm,30.5802854001522
1942,PORT,RCP45,2055,fall,mean,Sbtm,30.7805657684803
1943,POK,RCP45,2055,fall,mean,Sbtm,27.3208024203777
1944,POUL,RCP45,2055,fall,mean,Sbtm,29.3272844851017
1945,NRIV,RCP45,2055,fall,mean,Sbtm,27.9379545748234
1946,BUCK,RCP45,2055,fall,mean,Sbtm,30.1632774472237
1947,PETITE,RCP45,2055,fall,mean,Sbtm,28.4477201998234
1948,RIM,RCP45,2055,fall,mean,Sbtm,32.3790086135268
1949,SEPT,RCP45,2055,fall,mean,Sbtm,29.375648111105
1950,CH33,RCP45,2055,fall,mean,Sbtm,15.9521802067757
1951,CH38,RCP45,2055,fall,mean,Sbtm,12.6882030367851
1952,MELM,RCP45,2055,fall,mean,Sbtm,25.7356792986393
1953,GreatBay,RCP45,2055,fall,mean,Sbtm,31.4344458281994
1954,SUM,RCP45,2055,fall,mean,SSS,25.452437967062
1955,TH,RCP45,2055,fall,mean,SSS,29.4942535459995
1956,MASI,RCP45,2055,fall,mean,SSS,30.0703038573265
1957,SAC,RCP45,2055,fall,mean,SSS,30.0463808625937
1958,PRJ,RCP45,2055,fall,mean,SSS,30.1902041137218
1959,HEB,RCP45,2055,fall,mean,SSS,30.1819889098406
1960,L3F,RCP45,2055,fall,mean,SSS,29.790131688118
1961,SAM,RCP45,2055,fall,mean,SSS,29.7972604632378
1962,MASS,RCP45,2055,fall,mean,SSS,30.1921414732933
1963,PORT,RCP45,2055,fall,mean,SSS,30.7181517779827
1964,POK,RCP45,2055,fall,mean,SSS,27.2712252438068
1965,POUL,RCP45,2055,fall,mean,SSS,28.9091288149357
1966,NRIV,RCP45,2055,fall,mean,SSS,27.9304161667824
1967,BUCK,RCP45,2055,fall,mean,SSS,30.1657787263393
1968,PETITE,RCP45,2055,fall,mean,SSS,28.4438439011574
1969,RIM,RCP45,2055,fall,mean,SSS,25.6740198135376
1970,SEPT,RCP45,2055,fall,mean,SSS,28.4883744418621
1971,CH33,RCP45,2055,fall,mean,SSS,15.9205721020699
1972,CH38,RCP45,2055,fall,mean,SSS,12.4099660515785
1973,MELM,RCP45,2055,fall,mean,SSS,25.7277240753174
1974,GreatBay,RCP45,2055,fall,mean,SSS,30.5829626619816
1975,SUM,RCP45,2055,fall,mean,SST,6.41832673549652
1976,TH,RCP45,2055,fall,mean,SST,9.29069954156876
1977,MASI,RCP45,2055,fall,mean,SST,9.21051245927811
1978,SAC,RCP45,2055,fall,mean,SST,9.21856534481049
1979,PRJ,RCP45,2055,fall,mean,SST,9.79291385412216
1980,HEB,RCP45,2055,fall,mean,SST,9.87889510393143
1981,L3F,RCP45,2055,fall,mean,SST,9.29199415445328
1982,SAM,RCP45,2055,fall,mean,SST,9.55077767372131
1983,MASS,RCP45,2055,fall,mean,SST,10.4436186552048
1984,PORT,RCP45,2055,fall,mean,SST,8.77239364385605
1985,POK,RCP45,2055,fall,mean,SST,6.56848508119583
1986,POUL,RCP45,2055,fall,mean,SST,9.10104721784592
1987,NRIV,RCP45,2055,fall,mean,SST,8.41630738973618
1988,BUCK,RCP45,2055,fall,mean,SST,4.8604964017868
1989,PETITE,RCP45,2055,fall,mean,SST,7.20173114538193
1990,RIM,RCP45,2055,fall,mean,SST,5.46200609207153
1991,SEPT,RCP45,2055,fall,mean,SST,4.68992722034454
1992,CH33,RCP45,2055,fall,mean,SST,1.92265093326569
1993,CH38,RCP45,2055,fall,mean,SST,2.01005759835243
1994,MELM,RCP45,2055,fall,mean,SST,7.66148507595062
1995,GreatBay,RCP45,2055,fall,mean,SST,9.90647631883621
1996,SUM,RCP45,2055,fall,mean,Tbtm,6.44851112365723
1997,TH,RCP45,2055,fall,mean,Tbtm,9.12644428014755
1998,MASI,RCP45,2055,fall,mean,Tbtm,9.20877414941788
1999,SAC,RCP45,2055,fall,mean,Tbtm,9.21769988536835
2000,PRJ,RCP45,2055,fall,mean,Tbtm,9.03722161054611
2001,HEB,RCP45,2055,fall,mean,Tbtm,8.99577313661575
2002,L3F,RCP45,2055,fall,mean,Tbtm,8.76359885931015
2003,SAM,RCP45,2055,fall,mean,Tbtm,7.49925184249878
2004,MASS,RCP45,2055,fall,mean,Tbtm,10.3975057005882
2005,PORT,RCP45,2055,fall,mean,Tbtm,8.805131316185
2006,POK,RCP45,2055,fall,mean,Tbtm,6.66603583097458
2007,POUL,RCP45,2055,fall,mean,Tbtm,8.74011939764023
2008,NRIV,RCP45,2055,fall,mean,Tbtm,8.44148689508438
2009,BUCK,RCP45,2055,fall,mean,Tbtm,4.8771944642067
2010,PETITE,RCP45,2055,fall,mean,Tbtm,7.23047018051147
2011,RIM,RCP45,2055,fall,mean,Tbtm,4.22760218381882
2012,SEPT,RCP45,2055,fall,mean,Tbtm,4.81433129310608
2013,CH33,RCP45,2055,fall,mean,Tbtm,1.97641944885254
2014,CH38,RCP45,2055,fall,mean,Tbtm,2.13569474220276
2015,MELM,RCP45,2055,fall,mean,Tbtm,7.68094491958618
2016,GreatBay,RCP45,2055,fall,mean,Tbtm,8.34854573011398
2017,SUM,RCP85,2055,fall,mean,Sbtm,25.3226725459099
2018,TH,RCP85,2055,fall,mean,Sbtm,29.6292814314365
2019,MASI,RCP85,2055,fall,mean,Sbtm,30.0431835055351
2020,SAC,RCP85,2055,fall,mean,Sbtm,30.0204964876175
2021,PRJ,RCP85,2055,fall,mean,Sbtm,30.4656880050898
2022,HEB,RCP85,2055,fall,mean,Sbtm,30.4630519896746
2023,L3F,RCP85,2055,fall,mean,Sbtm,30.0760532915592
2024,SAM,RCP85,2055,fall,mean,Sbtm,30.7105920761824
2025,MASS,RCP85,2055,fall,mean,Sbtm,30.6214559674263
2026,PORT,RCP85,2055,fall,mean,Sbtm,30.833129748702
2027,POK,RCP85,2055,fall,mean,Sbtm,27.2976960539818
2028,POUL,RCP85,2055,fall,mean,Sbtm,29.2979769408703
2029,NRIV,RCP85,2055,fall,mean,Sbtm,27.8448178768158
2030,BUCK,RCP85,2055,fall,mean,Sbtm,30.1931054294109
2031,PETITE,RCP85,2055,fall,mean,Sbtm,28.4216603636742
2032,RIM,RCP85,2055,fall,mean,Sbtm,32.4038692489266
2033,SEPT,RCP85,2055,fall,mean,Sbtm,29.3818029463291
2034,CH33,RCP85,2055,fall,mean,Sbtm,15.7692180871964
2035,CH38,RCP85,2055,fall,mean,Sbtm,12.5099714994431
2036,MELM,RCP85,2055,fall,mean,Sbtm,25.6186516284943
2037,GreatBay,RCP85,2055,fall,mean,Sbtm,31.4792254120111
2038,SUM,RCP85,2055,fall,mean,SSS,25.3186051845551
2039,TH,RCP85,2055,fall,mean,SSS,29.4754992723465
2040,MASI,RCP85,2055,fall,mean,SSS,30.0387022793293
2041,SAC,RCP85,2055,fall,mean,SSS,30.0134651064873
2042,PRJ,RCP85,2055,fall,mean,SSS,30.172313824296
2043,HEB,RCP85,2055,fall,mean,SSS,30.1835388243198
2044,L3F,RCP85,2055,fall,mean,SSS,29.7619794309139
2045,SAM,RCP85,2055,fall,mean,SSS,29.7504082918167
2046,MASS,RCP85,2055,fall,mean,SSS,30.2361103594303
2047,PORT,RCP85,2055,fall,mean,SSS,30.7718371748924
2048,POK,RCP85,2055,fall,mean,SSS,27.2485547363758
2049,POUL,RCP85,2055,fall,mean,SSS,28.8633543550968
2050,NRIV,RCP85,2055,fall,mean,SSS,27.8371580839157
2051,BUCK,RCP85,2055,fall,mean,SSS,30.1952275633812
2052,PETITE,RCP85,2055,fall,mean,SSS,28.4168830811977
2053,RIM,RCP85,2055,fall,mean,SSS,25.548916220665
2054,SEPT,RCP85,2055,fall,mean,SSS,28.4778535962105
2055,CH33,RCP85,2055,fall,mean,SSS,15.7258996367455
2056,CH38,RCP85,2055,fall,mean,SSS,12.2283490896225
2057,MELM,RCP85,2055,fall,mean,SSS,25.610692858696
2058,GreatBay,RCP85,2055,fall,mean,SSS,30.640800088644
2059,SUM,RCP85,2055,fall,mean,SST,6.72197866439819
2060,TH,RCP85,2055,fall,mean,SST,9.63467156887054
2061,MASI,RCP85,2055,fall,mean,SST,9.55155909061432
2062,SAC,RCP85,2055,fall,mean,SST,9.5602765083313
2063,PRJ,RCP85,2055,fall,mean,SST,10.2081491947174
2064,HEB,RCP85,2055,fall,mean,SST,10.2468885183334
2065,L3F,RCP85,2055,fall,mean,SST,9.67059910297394
2066,SAM,RCP85,2055,fall,mean,SST,9.94002616405487
2067,MASS,RCP85,2055,fall,mean,SST,10.893718957901
2068,PORT,RCP85,2055,fall,mean,SST,9.22323131561279
2069,POK,RCP85,2055,fall,mean,SST,6.8532452583313
2070,POUL,RCP85,2055,fall,mean,SST,9.41058468818665
2071,NRIV,RCP85,2055,fall,mean,SST,8.66195809841156
2072,BUCK,RCP85,2055,fall,mean,SST,5.11388260126114
2073,PETITE,RCP85,2055,fall,mean,SST,7.45878756046295
2074,RIM,RCP85,2055,fall,mean,SST,5.74633812904358
2075,SEPT,RCP85,2055,fall,mean,SST,4.9844663143158
2076,CH33,RCP85,2055,fall,mean,SST,2.09725034236908
2077,CH38,RCP85,2055,fall,mean,SST,2.17258787155151
2078,MELM,RCP85,2055,fall,mean,SST,7.94479429721832
2079,GreatBay,RCP85,2055,fall,mean,SST,10.4350777864456
2080,SUM,RCP85,2055,fall,mean,Tbtm,6.75255656242371
2081,TH,RCP85,2055,fall,mean,Tbtm,9.47709012031555
2082,MASI,RCP85,2055,fall,mean,Tbtm,9.54972338676453
2083,SAC,RCP85,2055,fall,mean,Tbtm,9.55861496925354
2084,PRJ,RCP85,2055,fall,mean,Tbtm,9.48125725984573
2085,HEB,RCP85,2055,fall,mean,Tbtm,9.43444865942001
2086,L3F,RCP85,2055,fall,mean,Tbtm,9.15353751182556
2087,SAM,RCP85,2055,fall,mean,Tbtm,7.92939531803131
2088,MASS,RCP85,2055,fall,mean,Tbtm,10.8936039209366
2089,PORT,RCP85,2055,fall,mean,Tbtm,9.26069438457489
2090,POK,RCP85,2055,fall,mean,Tbtm,6.95010888576508
2091,POUL,RCP85,2055,fall,mean,Tbtm,9.05765306949615
2092,NRIV,RCP85,2055,fall,mean,Tbtm,8.68722856044769
2093,BUCK,RCP85,2055,fall,mean,Tbtm,5.13124799728394
2094,PETITE,RCP85,2055,fall,mean,Tbtm,7.48867809772491
2095,RIM,RCP85,2055,fall,mean,Tbtm,4.5283550620079
2096,SEPT,RCP85,2055,fall,mean,Tbtm,5.10451030731201
2097,CH33,RCP85,2055,fall,mean,Tbtm,2.15446048974991
2098,CH38,RCP85,2055,fall,mean,Tbtm,2.30195271968842
2099,MELM,RCP85,2055,fall,mean,Tbtm,7.96409165859222
2100,GreatBay,RCP85,2055,fall,mean,Tbtm,9.00337636470795
2101,SUM,RCP45,2055,fall,min,Sbtm,25.196325302124
2102,TH,RCP45,2055,fall,min,Sbtm,29.51707726717
2103,MASI,RCP45,2055,fall,min,Sbtm,30.0192558169365
2104,SAC,RCP45,2055,fall,min,Sbtm,29.9939437806606
2105,PRJ,RCP45,2055,fall,min,Sbtm,30.3195388764143
2106,HEB,RCP45,2055,fall,min,Sbtm,30.3618499785662
2107,L3F,RCP45,2055,fall,min,Sbtm,29.8865165710449
2108,SAM,RCP45,2055,fall,min,Sbtm,29.9882206022739
2109,MASS,RCP45,2055,fall,min,Sbtm,30.4387573301792
2110,PORT,RCP45,2055,fall,min,Sbtm,30.5529209077358
2111,POK,RCP45,2055,fall,min,Sbtm,26.6476245820522
2112,POUL,RCP45,2055,fall,min,Sbtm,29.2365627288818
2113,NRIV,RCP45,2055,fall,min,Sbtm,27.692825704813
2114,BUCK,RCP45,2055,fall,min,Sbtm,29.9212554693222
2115,PETITE,RCP45,2055,fall,min,Sbtm,27.9735698699951
2116,RIM,RCP45,2055,fall,min,Sbtm,31.7316329926252
2117,SEPT,RCP45,2055,fall,min,Sbtm,27.8435459136963
2118,CH33,RCP45,2055,fall,min,Sbtm,14.4332443475723
2119,CH38,RCP45,2055,fall,min,Sbtm,10.5092245340347
2120,MELM,RCP45,2055,fall,min,Sbtm,25.0060299038887
2121,GreatBay,RCP45,2055,fall,min,Sbtm,31.347834020853
2122,SUM,RCP45,2055,fall,min,SSS,25.1907184720039
2123,TH,RCP45,2055,fall,min,SSS,29.3643001616001
2124,MASI,RCP45,2055,fall,min,SSS,30.0112079679966
2125,SAC,RCP45,2055,fall,min,SSS,29.981153100729
2126,PRJ,RCP45,2055,fall,min,SSS,30.0423381775618
2127,HEB,RCP45,2055,fall,min,SSS,30.0644157379866
2128,L3F,RCP45,2055,fall,min,SSS,29.611548602581
2129,SAM,RCP45,2055,fall,min,SSS,29.5396526455879
2130,MASS,RCP45,2055,fall,min,SSS,29.8676880002022
2131,PORT,RCP45,2055,fall,min,SSS,30.4867271482944
2132,POK,RCP45,2055,fall,min,SSS,26.5726390779018
2133,POUL,RCP45,2055,fall,min,SSS,28.7129146456718
2134,NRIV,RCP45,2055,fall,min,SSS,27.681661605835
2135,BUCK,RCP45,2055,fall,min,SSS,29.9214408993721
2136,PETITE,RCP45,2055,fall,min,SSS,27.9758586883545
2137,RIM,RCP45,2055,fall,min,SSS,24.8067607879639
2138,SEPT,RCP45,2055,fall,min,SSS,27.3659645020962
2139,CH33,RCP45,2055,fall,min,SSS,14.4580089449883
2140,CH38,RCP45,2055,fall,min,SSS,10.4176666736603
2141,MELM,RCP45,2055,fall,min,SSS,25.0021415948868
2142,GreatBay,RCP45,2055,fall,min,SSS,30.4439640045166
2143,SUM,RCP45,2055,fall,min,SST,0.890947736799717
2144,TH,RCP45,2055,fall,min,SST,5.59628868103027
2145,MASI,RCP45,2055,fall,min,SST,5.58048802614212
2146,SAC,RCP45,2055,fall,min,SST,5.48405474424362
2147,PRJ,RCP45,2055,fall,min,SST,6.57506188750267
2148,HEB,RCP45,2055,fall,min,SST,6.63124048709869
2149,L3F,RCP45,2055,fall,min,SST,5.83734065294266
2150,SAM,RCP45,2055,fall,min,SST,6.02085238695145
2151,MASS,RCP45,2055,fall,min,SST,6.80330264568329
2152,PORT,RCP45,2055,fall,min,SST,5.57633113861084
2153,POK,RCP45,2055,fall,min,SST,1.98531854152679
2154,POUL,RCP45,2055,fall,min,SST,5.23676538467407
2155,NRIV,RCP45,2055,fall,min,SST,4.09167230129242
2156,BUCK,RCP45,2055,fall,min,SST,0.71099179983139
2157,PETITE,RCP45,2055,fall,min,SST,2.6671114563942
2158,RIM,RCP45,2055,fall,min,SST,1.79429316520691
2159,SEPT,RCP45,2055,fall,min,SST,2.15631055831909
2160,CH33,RCP45,2055,fall,min,SST,-0.93247901275754
2161,CH38,RCP45,2055,fall,min,SST,-0.773972436785698
2162,MELM,RCP45,2055,fall,min,SST,2.18857258558273
2163,GreatBay,RCP45,2055,fall,min,SST,6.76690179109573
2164,SUM,RCP45,2055,fall,min,Tbtm,0.909817725419998
2165,TH,RCP45,2055,fall,min,Tbtm,5.7215324640274
2166,MASI,RCP45,2055,fall,min,Tbtm,5.58865439891815
2167,SAC,RCP45,2055,fall,min,Tbtm,5.49860316514969
2168,PRJ,RCP45,2055,fall,min,Tbtm,6.48766547441483
2169,HEB,RCP45,2055,fall,min,Tbtm,6.5288872718811
2170,L3F,RCP45,2055,fall,min,Tbtm,5.9055740237236
2171,SAM,RCP45,2055,fall,min,Tbtm,5.5894341468811
2172,MASS,RCP45,2055,fall,min,Tbtm,7.22874021530151
2173,PORT,RCP45,2055,fall,min,Tbtm,5.70899933576584
2174,POK,RCP45,2055,fall,min,Tbtm,2.11415213346481
2175,POUL,RCP45,2055,fall,min,Tbtm,5.41084802150726
2176,NRIV,RCP45,2055,fall,min,Tbtm,4.1479429602623
2177,BUCK,RCP45,2055,fall,min,Tbtm,0.750760868191719
2178,PETITE,RCP45,2055,fall,min,Tbtm,2.70820158720016
2179,RIM,RCP45,2055,fall,min,Tbtm,3.85867491364479
2180,SEPT,RCP45,2055,fall,min,Tbtm,2.29917120933533
2181,CH33,RCP45,2055,fall,min,Tbtm,-0.916815649718046
2182,CH38,RCP45,2055,fall,min,Tbtm,-0.750790201127529
2183,MELM,RCP45,2055,fall,min,Tbtm,2.21714997291565
2184,GreatBay,RCP45,2055,fall,min,Tbtm,7.08985739946365
2185,SUM,RCP85,2055,fall,min,Sbtm,25.0450061559677
2186,TH,RCP85,2055,fall,min,Sbtm,29.5164260864258
2187,MASI,RCP85,2055,fall,min,Sbtm,29.9904224276543
2188,SAC,RCP85,2055,fall,min,Sbtm,29.964949041605
2189,PRJ,RCP85,2055,fall,min,Sbtm,30.2848407626152
2190,HEB,RCP85,2055,fall,min,Sbtm,30.3397377133369
2191,L3F,RCP85,2055,fall,min,Sbtm,29.9018684327602
2192,SAM,RCP85,2055,fall,min,Sbtm,30.0222675204277
2193,MASS,RCP85,2055,fall,min,Sbtm,30.4984115660191
2194,PORT,RCP85,2055,fall,min,Sbtm,30.6231201291084
2195,POK,RCP85,2055,fall,min,Sbtm,26.6041957736015
2196,POUL,RCP85,2055,fall,min,Sbtm,29.1786380708218
2197,NRIV,RCP85,2055,fall,min,Sbtm,27.6555851101875
2198,BUCK,RCP85,2055,fall,min,Sbtm,29.9203575253487
2199,PETITE,RCP85,2055,fall,min,Sbtm,27.9793163239956
2200,RIM,RCP85,2055,fall,min,Sbtm,31.7491592466831
2201,SEPT,RCP85,2055,fall,min,Sbtm,27.7754302918911
2202,CH33,RCP85,2055,fall,min,Sbtm,14.2424074411392
2203,CH38,RCP85,2055,fall,min,Sbtm,10.3003956079483
2204,MELM,RCP85,2055,fall,min,Sbtm,24.8909816741943
2205,GreatBay,RCP85,2055,fall,min,Sbtm,31.4291133880615
2206,SUM,RCP85,2055,fall,min,SSS,25.0395984649658
2207,TH,RCP85,2055,fall,min,SSS,29.3629733920097
2208,MASI,RCP85,2055,fall,min,SSS,29.9825580716133
2209,SAC,RCP85,2055,fall,min,SSS,29.9514331817627
2210,PRJ,RCP85,2055,fall,min,SSS,30.0112922787666
2211,HEB,RCP85,2055,fall,min,SSS,30.0335330963135
2212,L3F,RCP85,2055,fall,min,SSS,29.6254363954067
2213,SAM,RCP85,2055,fall,min,SSS,29.5600620210171
2214,MASS,RCP85,2055,fall,min,SSS,29.9375007748604
2215,PORT,RCP85,2055,fall,min,SSS,30.5582660734653
2216,POK,RCP85,2055,fall,min,SSS,26.5281898379326
2217,POUL,RCP85,2055,fall,min,SSS,28.6546626985073
2218,NRIV,RCP85,2055,fall,min,SSS,27.644380569458
2219,BUCK,RCP85,2055,fall,min,SSS,29.9194068908691
2220,PETITE,RCP85,2055,fall,min,SSS,27.9817401766777
2221,RIM,RCP85,2055,fall,min,SSS,24.6738216280937
2222,SEPT,RCP85,2055,fall,min,SSS,27.2835701107979
2223,CH33,RCP85,2055,fall,min,SSS,14.2553699016571
2224,CH38,RCP85,2055,fall,min,SSS,10.2131567001343
2225,MELM,RCP85,2055,fall,min,SSS,24.8871059417725
2226,GreatBay,RCP85,2055,fall,min,SSS,30.5237129330635
2227,SUM,RCP85,2055,fall,min,SST,1.21121952682734
2228,TH,RCP85,2055,fall,min,SST,5.96273195743561
2229,MASI,RCP85,2055,fall,min,SST,5.92042422294617
2230,SAC,RCP85,2055,fall,min,SST,5.82649445533752
2231,PRJ,RCP85,2055,fall,min,SST,7.02321177721024
2232,HEB,RCP85,2055,fall,min,SST,7.02159595489502
2233,L3F,RCP85,2055,fall,min,SST,6.20519173145294
2234,SAM,RCP85,2055,fall,min,SST,6.45440125465393
2235,MASS,RCP85,2055,fall,min,SST,7.26729917526245
2236,PORT,RCP85,2055,fall,min,SST,5.99522972106934
2237,POK,RCP85,2055,fall,min,SST,2.21589756011963
2238,POUL,RCP85,2055,fall,min,SST,5.57010447978973
2239,NRIV,RCP85,2055,fall,min,SST,4.33844923973083
2240,BUCK,RCP85,2055,fall,min,SST,0.963724076747894
2241,PETITE,RCP85,2055,fall,min,SST,2.88118803501129
2242,RIM,RCP85,2055,fall,min,SST,2.07101404666901
2243,SEPT,RCP85,2055,fall,min,SST,2.39306890964508
2244,CH33,RCP85,2055,fall,min,SST,-0.923237517476082
2245,CH38,RCP85,2055,fall,min,SST,-0.762712612748146
2246,MELM,RCP85,2055,fall,min,SST,2.44944083690643
2247,GreatBay,RCP85,2055,fall,min,SST,7.2910932302475
2248,SUM,RCP85,2055,fall,min,Tbtm,1.23080232739449
2249,TH,RCP85,2055,fall,min,Tbtm,6.10032939910889
2250,MASI,RCP85,2055,fall,min,Tbtm,5.92858052253723
2251,SAC,RCP85,2055,fall,min,Tbtm,5.83710086345673
2252,PRJ,RCP85,2055,fall,min,Tbtm,6.96449387073517
2253,HEB,RCP85,2055,fall,min,Tbtm,6.97076064348221
2254,L3F,RCP85,2055,fall,min,Tbtm,6.31238234043121
2255,SAM,RCP85,2055,fall,min,Tbtm,6.06511801481247
2256,MASS,RCP85,2055,fall,min,Tbtm,7.77358138561249
2257,PORT,RCP85,2055,fall,min,Tbtm,6.1516535282135
2258,POK,RCP85,2055,fall,min,Tbtm,2.33851754665375
2259,POUL,RCP85,2055,fall,min,Tbtm,5.68991124629974
2260,NRIV,RCP85,2055,fall,min,Tbtm,4.39432954788208
2261,BUCK,RCP85,2055,fall,min,Tbtm,1.00316967070103
2262,PETITE,RCP85,2055,fall,min,Tbtm,2.93218445777893
2263,RIM,RCP85,2055,fall,min,Tbtm,4.1443806886673
2264,SEPT,RCP85,2055,fall,min,Tbtm,2.577521443367
2265,CH33,RCP85,2055,fall,min,Tbtm,-0.902509354054928
2266,CH38,RCP85,2055,fall,min,Tbtm,-0.742255330085754
2267,MELM,RCP85,2055,fall,min,Tbtm,2.47812068462372
2268,GreatBay,RCP85,2055,fall,min,Tbtm,7.80853855609894
2269,SUM,RCP45,2055,spring,max,Sbtm,26.71813544631
2270,TH,RCP45,2055,spring,max,Sbtm,30.2873786985874
2271,MASI,RCP45,2055,spring,max,Sbtm,30.2737548947334
2272,SAC,RCP45,2055,spring,max,Sbtm,30.2819091677666
2273,PRJ,RCP45,2055,spring,max,Sbtm,30.6952907443047
2274,HEB,RCP45,2055,spring,max,Sbtm,30.6963722109795
2275,L3F,RCP45,2055,spring,max,Sbtm,30.5215396881104
2276,SAM,RCP45,2055,spring,max,Sbtm,31.249559789896
2277,MASS,RCP45,2055,spring,max,Sbtm,30.4656585752964
2278,PORT,RCP45,2055,spring,max,Sbtm,30.554979711771
2279,POK,RCP45,2055,spring,max,Sbtm,28.7075203061104
2280,POUL,RCP45,2055,spring,max,Sbtm,30.1216625273228
2281,NRIV,RCP45,2055,spring,max,Sbtm,29.1418018341064
2282,BUCK,RCP45,2055,spring,max,Sbtm,31.2245487272739
2283,PETITE,RCP45,2055,spring,max,Sbtm,30.0287525057793
2284,RIM,RCP45,2055,spring,max,Sbtm,32.9698616042733
2285,SEPT,RCP45,2055,spring,max,Sbtm,30.7689422369003
2286,CH33,RCP45,2055,spring,max,Sbtm,22.2509126663208
2287,CH38,RCP45,2055,spring,max,Sbtm,20.1722133606672
2288,MELM,RCP45,2055,spring,max,Sbtm,26.1117343902588
2289,GreatBay,RCP45,2055,spring,max,Sbtm,31.0809753537178
2290,SUM,RCP45,2055,spring,max,SSS,26.6635162234306
2291,TH,RCP45,2055,spring,max,SSS,30.0657894015312
2292,MASI,RCP45,2055,spring,max,SSS,30.2651782929897
2293,SAC,RCP45,2055,spring,max,SSS,30.2473758757114
2294,PRJ,RCP45,2055,spring,max,SSS,30.3968025147915
2295,HEB,RCP45,2055,spring,max,SSS,30.371828854084
2296,L3F,RCP45,2055,spring,max,SSS,30.2439399659634
2297,SAM,RCP45,2055,spring,max,SSS,30.2717124819756
2298,MASS,RCP45,2055,spring,max,SSS,29.2205951809883
2299,PORT,RCP45,2055,spring,max,SSS,30.2451542019844
2300,POK,RCP45,2055,spring,max,SSS,28.544150531292
2301,POUL,RCP45,2055,spring,max,SSS,29.8402095735073
2302,NRIV,RCP45,2055,spring,max,SSS,28.9275230467319
2303,BUCK,RCP45,2055,spring,max,SSS,31.2011505067348
2304,PETITE,RCP45,2055,spring,max,SSS,30.2049320191145
2305,RIM,RCP45,2055,spring,max,SSS,22.6798042282462
2306,SEPT,RCP45,2055,spring,max,SSS,27.8127689361572
2307,CH33,RCP45,2055,spring,max,SSS,22.1486001983285
2308,CH38,RCP45,2055,spring,max,SSS,19.7433263808489
2309,MELM,RCP45,2055,spring,max,SSS,26.1392787992954
2310,GreatBay,RCP45,2055,spring,max,SSS,29.8516517579556
2311,SUM,RCP45,2055,spring,max,SST,18.8976910114288
2312,TH,RCP45,2055,spring,max,SST,9.59118175506592
2313,MASI,RCP45,2055,spring,max,SST,11.7631849050522
2314,SAC,RCP45,2055,spring,max,SST,12.1590753793716
2315,PRJ,RCP45,2055,spring,max,SST,10.5851930379868
2316,HEB,RCP45,2055,spring,max,SST,10.8585230112076
2317,L3F,RCP45,2055,spring,max,SST,9.65418982505798
2318,SAM,RCP45,2055,spring,max,SST,10.6036064624786
